node_id,tgn_memory,gt_embedding,scn_embedding
582,"[ 0.0783532  -0.10709334 -0.02757721  0.17610738 -0.01559477 -0.04053406
 -0.17022806  0.00963607]","[ 1.1926621  -0.9849631   0.11860622  1.4099607  -0.40960875 -0.02295878
 -1.7892004   0.48550215]","[-0.304637   -0.18197829 -0.08058868 -0.5299842  -1.5554024   0.08661337
 -0.2064789  -0.71834856]"
583,"[ 0.07839766 -0.10703214 -0.02763489  0.17610893 -0.0155732  -0.04047542
 -0.17026244  0.00959976]","[ 1.1928631  -0.9843995   0.11794098  1.4100254  -0.4095191  -0.02259214
 -1.7894855   0.48516688]","[-0.30465215 -0.1819655  -0.08057742 -0.5299795  -1.5553985   0.08662967
 -0.20647776 -0.7183403 ]"
584,"[ 0.07839464 -0.10703564 -0.02763149  0.1761093  -0.01557535 -0.04047784
 -0.17026056  0.00960127]","[ 1.1928482  -0.9844311   0.11797992  1.4100267  -0.40953252 -0.02260581
 -1.7894673   0.48518208]","[-0.30465135 -0.18196619 -0.08057801 -0.5299796  -1.5553987   0.08662874
 -0.20647776 -0.7183409 ]"
585,"[ 0.07840899 -0.10703202 -0.02765518  0.17611793 -0.0155594  -0.04046679
 -0.17028455  0.00957965]","[ 1.1928961  -0.98430514  0.11775462  1.410092   -0.4093842  -0.02246958
 -1.7895596   0.48497576]","[-0.30465594 -0.18196118 -0.08057426 -0.52997816 -1.555397    0.0866356
 -0.20647779 -0.7183382 ]"
586,"[ 0.07840661 -0.10703748 -0.02765433  0.17612067 -0.0155601  -0.04046828
 -0.1702865   0.00957735]","[ 1.1928787  -0.9843336   0.11777446  1.4101107  -0.40937862 -0.02246104
 -1.7895465   0.4849559 ]","[-0.30465564 -0.18196136 -0.0805745  -0.529978   -1.5553969   0.08663553
 -0.20647775 -0.7183386 ]"
587,"[ 0.07839853 -0.1070451  -0.02764422  0.17612025 -0.01556668 -0.04047466
 -0.17027944  0.00958329]","[ 1.1928415  -0.9844148   0.11788414  1.4101043  -0.40942615 -0.02250675
 -1.7894967   0.4850144 ]","[-0.3046536  -0.18196344 -0.08057629 -0.52997845 -1.5553977   0.08663281
 -0.20647772 -0.71834004]"
588,"[ 0.07840551 -0.10703884 -0.02765302  0.17612073 -0.01556078 -0.0404694
 -0.17028575  0.00957804]","[ 1.1928734  -0.984346    0.11778944  1.4101102  -0.40938228 -0.02246776
 -1.7895396   0.48496258]","[-0.30465543 -0.1819616  -0.08057477 -0.5299781  -1.555397    0.08663515
 -0.2064778  -0.7183388 ]"
589,"[ 0.07840663 -0.10703696 -0.02765389  0.17612006 -0.01556019 -0.04046858
 -0.17028572  0.00957822]","[ 1.1928802  -0.9843334   0.11777741  1.4101057  -0.40938082 -0.02246662
 -1.7895461   0.48496383]","[-0.30465555 -0.18196145 -0.08057456 -0.52997804 -1.555397    0.0866354
 -0.20647776 -0.71833855]"
590,"[ 0.07839689 -0.10704975 -0.02764225  0.17612074 -0.01556582 -0.04047903
 -0.1702793   0.0095843 ]","[ 1.1928331  -0.9844475   0.1179125   1.4101021  -0.40940928 -0.02252773
 -1.7894853   0.48502183]","[-0.30465284 -0.18196395 -0.08057676 -0.5299788  -1.5553977   0.08663218
 -0.2064779  -0.7183404 ]"
591,"[ 0.07840504 -0.10703956 -0.02765247  0.17612079 -0.01556099 -0.04046997
 -0.17028551  0.0095783 ]","[ 1.192871   -0.98435193  0.11779619  1.4101101  -0.40938288 -0.0224706
 -1.7895368   0.484965  ]","[-0.3046552  -0.18196175 -0.08057486 -0.5299781  -1.5553972   0.08663502
 -0.20647778 -0.7183389 ]"
592,"[ 0.07840609 -0.10703818 -0.02765373  0.17612074 -0.0155604  -0.04046881
 -0.17028622  0.00957762]","[ 1.1928759  -0.9843394   0.11778154  1.4101105  -0.40938    -0.02246376
 -1.7895432   0.48495853]","[-0.30465555 -0.18196145 -0.08057462 -0.52997804 -1.555397    0.0866354
 -0.20647775 -0.71833867]"
593,"[ 0.07840607 -0.10703757 -0.02765302  0.17611986 -0.0155605  -0.0404694
 -0.17028503  0.00957895]","[ 1.192878   -0.98434055  0.11778665  1.4101039  -0.40938282 -0.02247305
 -1.7895423   0.48497036]","[-0.30465537 -0.18196166 -0.08057471 -0.5299782  -1.555397    0.08663516
 -0.20647776 -0.71833867]"
594,"[ 0.07840843 -0.10703442 -0.02765415  0.17611784 -0.01555838 -0.04046975
 -0.17028432  0.00958067]","[ 1.1928941  -0.9843226   0.11776934  1.4100872  -0.40937036 -0.02248615
 -1.7895547   0.48498324]","[-0.30465537 -0.18196148 -0.08057453 -0.52997845 -1.555397    0.08663525
 -0.20647791 -0.71833825]"
595,"[ 0.07841039 -0.10702914 -0.02765527  0.17611593 -0.01555854 -0.040467
 -0.17028299  0.00958181]","[ 1.1929075  -0.98429257  0.11774732  1.4100766  -0.40938297 -0.02248324
 -1.7895666   0.48499388]","[-0.304656   -0.18196127 -0.08057411 -0.52997833 -1.555397    0.08663542
 -0.20647784 -0.7183379 ]"
596,"[ 0.07840636 -0.10703777 -0.02765404  0.17612067 -0.01556024 -0.04046854
 -0.17028633  0.00957751]","[ 1.1928773  -0.9843361   0.11777779  1.4101102  -0.40937927 -0.02246247
 -1.7895449   0.4849575 ]","[-0.30465558 -0.18196145 -0.08057459 -0.52997804 -1.555397    0.08663548
 -0.20647772 -0.71833867]"
597,"[ 0.07840729 -0.10703214 -0.02765373  0.17611836 -0.01556216 -0.04046542
 -0.17028338  0.00957968]","[ 1.1928866  -0.9843104   0.11776816  1.4100984  -0.40940925 -0.02246194
 -1.7895508   0.4849792 ]","[-0.30465588 -0.18196145 -0.08057438 -0.5299779  -1.555397    0.08663531
 -0.20647761 -0.71833843]"
598,"[ 0.07840611 -0.10703757 -0.02765342  0.17612024 -0.01556062 -0.0404688
 -0.17028554  0.00957827]","[ 1.1928772  -0.98433816  0.11778305  1.4101071  -0.4093836  -0.02246711
 -1.7895432   0.48496452]","[-0.3046555  -0.18196154 -0.08057465 -0.5299781  -1.555397    0.0866353
 -0.20647776 -0.71833867]"
599,"[ 0.07840599 -0.10703816 -0.02765357  0.17612065 -0.01556052 -0.04046886
 -0.17028603  0.00957778]","[ 1.1928757  -0.9843402   0.11778302  1.41011    -0.4093812  -0.02246467
 -1.7895426   0.4849601 ]","[-0.30465552 -0.18196148 -0.08057462 -0.5299781  -1.555397    0.08663537
 -0.20647775 -0.71833867]"
600,"[ 0.0784075  -0.10703606 -0.02765491  0.17612004 -0.01555952 -0.04046793
 -0.17028637  0.0095777 ]","[ 1.1928842  -0.98432463  0.11776602  1.410106   -0.4093762  -0.02246249
 -1.7895515   0.48495856]","[-0.3046558  -0.18196124 -0.08057438 -0.5299781  -1.5553969   0.08663566
 -0.20647775 -0.71833843]"
601,"[ 0.07840642 -0.10703774 -0.02765414  0.17612073 -0.01556021 -0.04046844
 -0.17028643  0.00957739]","[ 1.1928775  -0.9843354   0.11777671  1.4101108  -0.40937907 -0.02246161
 -1.789545    0.48495647]","[-0.30465558 -0.18196142 -0.08057453 -0.52997804 -1.555397    0.08663553
 -0.20647772 -0.71833867]"
602,"[ 0.07840657 -0.10703697 -0.02765415  0.17612045 -0.01556045 -0.04046798
 -0.1702861   0.00957761]","[ 1.192879   -0.9843317   0.11777496  1.4101096  -0.4093829  -0.02246103
 -1.7895463   0.48495874]","[-0.30465564 -0.18196136 -0.0805745  -0.529978   -1.555397    0.0866355
 -0.20647773 -0.71833855]"
603,"[ 0.07840867 -0.10703275 -0.02765457  0.17611773 -0.01555923 -0.04046788
 -0.17028415  0.00958032]","[ 1.1928954  -0.9843118   0.11776183  1.410089   -0.40938136 -0.02247692
 -1.789557    0.48498133]","[-0.3046557  -0.18196133 -0.08057435 -0.5299782  -1.555397    0.08663539
 -0.20647782 -0.7183382 ]"
604,"[ 0.07840657 -0.10703728 -0.02765415  0.17612047 -0.0155602  -0.04046834
 -0.17028621  0.00957764]","[ 1.1928787  -0.9843332   0.11777566  1.410109   -0.40938005 -0.02246265
 -1.7895461   0.4849586 ]","[-0.3046556  -0.18196139 -0.08057453 -0.529978   -1.5553969   0.08663549
 -0.20647775 -0.7183386 ]"
605,"[ 0.0784058  -0.10703728 -0.02765283  0.17611992 -0.0155612  -0.04046877
 -0.17028481  0.00957887]","[ 1.1928763  -0.98433924  0.11778782  1.4101053  -0.40938982 -0.02246965
 -1.7895414   0.48497045]","[-0.30465543 -0.18196166 -0.08057471 -0.5299781  -1.555397    0.08663514
 -0.20647775 -0.7183387 ]"
606,"[ 0.07782383 -0.10711321 -0.02651643  0.17556071 -0.01617212 -0.04115564
 -0.1690417   0.01079122]","[ 1.1914399  -0.9901468   0.12840773  1.4056175  -0.4153695  -0.03070661
 -1.7854959   0.4962543 ]","[-0.3136817  -0.17264459 -0.07365449 -0.5262376  -1.552195    0.09953703
 -0.206039   -0.7142218 ]"
607,"[ 0.07783998 -0.10710268 -0.02653906  0.17556511 -0.01615685 -0.04114335
 -0.16906117  0.01077452]","[ 1.1915071  -0.98999417  0.1281759   1.4056545  -0.4152434  -0.03059153
 -1.7856      0.4960915 ]","[-0.31369436 -0.17263144 -0.07364379 -0.5262344  -1.5521903   0.09955464
 -0.20603906 -0.7142133 ]"
608,"[ 0.07784321 -0.10710014 -0.02654336  0.17556562 -0.01615395 -0.04114088
 -0.16906457  0.01077164]","[ 1.1915212  -0.98996276  0.12813069  1.4056596  -0.41522062 -0.03057075
 -1.7856207   0.49606344]","[-0.3136968  -0.172629   -0.07364167 -0.52623385 -1.5521894   0.09955791
 -0.20603904 -0.71421164]"
609,"[ 0.07784283 -0.10710049 -0.02654294  0.17556566 -0.01615429 -0.04114109
 -0.1690643   0.01077183]","[ 1.1915194  -0.9899662   0.12813535  1.4056599  -0.4152231  -0.03057217
 -1.7856182   0.49606547]","[-0.31369656 -0.17262927 -0.07364188 -0.52623385 -1.5521895   0.09955764
 -0.20603903 -0.7142119 ]"
610,"[ 0.07784355 -0.10709967 -0.0265438   0.17556565 -0.01615381 -0.0411404
 -0.16906485  0.01077135]","[ 1.1915228  -0.9899586   0.12812564  1.4056604  -0.41522023 -0.03056774
 -1.7856228   0.4960607 ]","[-0.3136971  -0.17262867 -0.07364143 -0.5262338  -1.5521894   0.09955826
 -0.20603904 -0.7142115 ]"
611,"[ 0.07784358 -0.10709959 -0.02654383  0.17556563 -0.01615383 -0.04114033
 -0.16906485  0.01077133]","[ 1.1915226  -0.9899577   0.12812509  1.4056602  -0.4152205  -0.03056732
 -1.7856228   0.49606052]","[-0.31369722 -0.17262867 -0.07364137 -0.52623373 -1.5521894   0.09955827
 -0.20603906 -0.71421146]"
612,"[ 0.07784366 -0.10709959 -0.02654394  0.17556565 -0.01615373 -0.04114032
 -0.16906495  0.01077127]","[ 1.1915232  -0.9899575   0.12812418  1.4056603  -0.41521958 -0.03056704
 -1.7856233   0.49605992]","[-0.3136972  -0.17262864 -0.07364134 -0.5262338  -1.5521894   0.0995584
 -0.20603903 -0.7142114 ]"
613,"[ 0.07784461 -0.1070979  -0.02654442  0.17556478 -0.01615316 -0.04114001
 -0.16906454  0.01077192]","[ 1.19153    -0.98994786  0.12811606  1.4056541  -0.4152181  -0.03057044
 -1.7856288   0.49606526]","[-0.31369746 -0.17262843 -0.07364099 -0.5262339  -1.5521891   0.09955849
 -0.2060391  -0.7142109 ]"
614,"[ 0.07784366 -0.1070996  -0.02654394  0.17556565 -0.01615371 -0.04114034
 -0.16906495  0.01077127]","[ 1.1915233  -0.9899575   0.12812415  1.4056603  -0.41521934 -0.0305672
 -1.7856234   0.4960599 ]","[-0.3136972  -0.17262864 -0.07364134 -0.5262338  -1.5521894   0.09955838
 -0.20603903 -0.7142114 ]"
615,"[ 0.07784335 -0.10709943 -0.02654354  0.17556556 -0.0161543  -0.04114012
 -0.16906448  0.01077152]","[ 1.1915219  -0.9899583   0.12812746  1.4056603  -0.41522533 -0.03056727
 -1.7856215   0.4960628 ]","[-0.31369716 -0.17262882 -0.07364152 -0.5262337  -1.5521894   0.09955809
 -0.20603898 -0.71421164]"
616,"[ 0.07784329 -0.10709935 -0.02654347  0.17556553 -0.01615443 -0.04114004
 -0.16906439  0.01077157]","[ 1.1915218  -0.9899581   0.12812798  1.4056603  -0.4152266  -0.03056702
 -1.7856214   0.49606347]","[-0.3136972  -0.17262885 -0.07364152 -0.5262337  -1.5521894   0.09955809
 -0.20603895 -0.71421164]"
617,"[ 0.07784355 -0.10709955 -0.02654379  0.17556562 -0.01615391 -0.04114028
 -0.16906479  0.01077136]","[ 1.1915228  -0.98995787  0.12812538  1.4056602  -0.41522142 -0.03056731
 -1.7856227   0.49606085]","[-0.3136972  -0.17262873 -0.0736414  -0.52623373 -1.5521894   0.09955828
 -0.20603903 -0.7142115 ]"
618,"[ 0.0778423  -0.10709897 -0.02654222  0.17556526 -0.01615614 -0.04113949
 -0.169063    0.01077236]","[ 1.1915174  -0.9899611   0.12813859  1.4056598  -0.41524357 -0.03056755
 -1.7856157   0.4960723 ]","[-0.31369686 -0.17262942 -0.07364194 -0.52623343 -1.5521896   0.09955719
 -0.20603882 -0.7142121 ]"
619,"[ 0.07784336 -0.10709991 -0.02654358  0.17556565 -0.01615393 -0.0411406
 -0.16906472  0.01077147]","[ 1.1915219  -0.98996043  0.12812816  1.40566    -0.4152209  -0.03056892
 -1.7856216   0.49606207]","[-0.31369692 -0.17262885 -0.07364158 -0.5262338  -1.5521894   0.0995581
 -0.20603903 -0.7142116 ]"
620,"[ 0.0778421  -0.10709942 -0.02654162  0.17556493 -0.01615599 -0.04114048
 -0.16906244  0.01077312]","[ 1.1915175  -0.9899666   0.12814493  1.4056562  -0.41524163 -0.03057531
 -1.7856134   0.4960788 ]","[-0.31369638 -0.1726299  -0.07364227 -0.5262338  -1.5521898   0.09955661
 -0.20603889 -0.71421224]"
621,"[ 0.07792101 -0.1070316  -0.02664468  0.17557523 -0.01608918 -0.04107691
 -0.16914101  0.01070628]","[ 1.1918687  -0.9891789   0.12704585  1.4057662  -0.41473636 -0.03007438
 -1.7861152   0.49542424]","[-0.31263164 -0.17366326 -0.07451828 -0.5265073  -1.5525436   0.09820139
 -0.20606196 -0.71490026]"
622,"[ 0.07793596 -0.10701137 -0.02666229  0.17557389 -0.01608089 -0.04106048
 -0.16915047  0.01069736]","[ 1.1919416  -0.9890017   0.12683895  1.4057707  -0.41469774 -0.02998061
 -1.7862098   0.49533892]","[-0.31264168 -0.17365453 -0.07451038 -0.5265048  -1.5525408   0.09821235
 -0.20606142 -0.71489394]"
623,"[ 0.07790954 -0.10703573 -0.02663254  0.17557599 -0.01610439 -0.04107512
 -0.16913123  0.01071068]","[ 1.1918103  -0.9892456   0.12716661  1.405783   -0.41487008 -0.03007485
 -1.786049    0.49547997]","[-0.31262878 -0.17366803 -0.07452245 -0.52650595 -1.5525457   0.09819488
 -0.20606084 -0.7149051 ]"
624,"[ 0.07792256 -0.10703376 -0.02664912  0.17557865 -0.01608657 -0.04107503
 -0.16914715  0.01070033]","[ 1.1918682  -0.98916745  0.12700976  1.4057918  -0.41470554 -0.03003816
 -1.7861272   0.4953689 ]","[-0.31263363 -0.17366102 -0.07451682 -0.5265063  -1.5525428   0.09820457
 -0.20606193 -0.7148996 ]"
625,"[ 0.07790533 -0.10702959 -0.02662874  0.17557581 -0.01611578 -0.04106529
 -0.16912568  0.01071115]","[ 1.1917875  -0.989225    0.12718788  1.4058001  -0.4149876  -0.03003154
 -1.786029    0.49549788]","[-0.3126306  -0.17366862 -0.07452275 -0.52650344 -1.5525465   0.09819368
 -0.20605929 -0.7149069 ]"
626,"[ 0.07794225 -0.10700899 -0.02667461  0.17557976 -0.01607541 -0.04105133
 -0.16916345  0.01068418]","[ 1.1919575  -0.9889302   0.12672007  1.4058208  -0.41464642 -0.02988389
 -1.7862554   0.49521756]","[-0.3126482  -0.17364815 -0.07450558 -0.52650195 -1.5525386   0.09822108
 -0.20606099 -0.7148912 ]"
627,"[ 0.07794107 -0.10701025 -0.02667321  0.17557976 -0.01607629 -0.04105233
 -0.16916257  0.01068493]","[ 1.1919518  -0.9889425   0.12673585  1.4058204  -0.41465226 -0.02989032
 -1.7862478   0.49522504]","[-0.31264746 -0.1736488  -0.07450615 -0.52650213 -1.5525389   0.0982202
 -0.206061   -0.7148916 ]"
628,"[ 0.07793997 -0.10701214 -0.02667187  0.1755799  -0.01607661 -0.041054
 -0.16916196  0.01068564]","[ 1.1919463  -0.98895794  0.12675232  1.4058197  -0.41465163 -0.02989931
 -1.7862405   0.49523127]","[-0.3126466  -0.17364955 -0.0745068  -0.5265024  -1.5525391   0.09821941
 -0.20606105 -0.71489215]"
629,"[ 0.07793399 -0.10702088 -0.02666461  0.1755803  -0.01607937 -0.04106161
 -0.16915813  0.01068961]","[ 1.1919178  -0.9890335   0.12683855  1.4058152  -0.41466108 -0.02994312
 -1.7862022   0.49526837]","[-0.31264213 -0.17365322 -0.07451017 -0.5265037  -1.5525403   0.09821478
 -0.2060614  -0.71489465]"
630,"[ 0.07794211 -0.10700941 -0.02667444  0.17557982 -0.01607534 -0.04105173
 -0.16916345  0.01068427]","[ 1.1919565  -0.98893327  0.12672265  1.4058208  -0.41464502 -0.02988563
 -1.786254    0.49521807]","[-0.31264806 -0.17364827 -0.07450567 -0.526502   -1.5525386   0.09822096
 -0.20606105 -0.7148912 ]"
631,"[ 0.07794251 -0.10700852 -0.0266748   0.17557956 -0.01607527 -0.04105117
 -0.16916342  0.01068427]","[ 1.191959   -0.9889272   0.12671734  1.4058193  -0.41464612 -0.02988398
 -1.7862566   0.49521816]","[-0.31264833 -0.17364803 -0.07450546 -0.526502   -1.5525388   0.09822118
 -0.20606096 -0.714891  ]"
632,"[ 0.07794347 -0.10700733 -0.02667555  0.17557909 -0.0160745  -0.04105088
 -0.16916354  0.0106844 ]","[ 1.1919647  -0.9889188   0.12670779  1.405816   -0.41464162 -0.02988469
 -1.786262    0.49521858]","[-0.31264868 -0.17364776 -0.07450511 -0.526502   -1.5525386   0.09822151
 -0.20606104 -0.7148906 ]"
633,"[ 0.07794265 -0.10700866 -0.02667499  0.17557968 -0.016075   -0.04105128
 -0.16916367  0.0106841 ]","[ 1.1919595  -0.98892695  0.12671585  1.40582    -0.41464326 -0.0298838
 -1.7862573   0.49521625]","[-0.31264833 -0.173648   -0.07450543 -0.52650195 -1.5525386   0.09822129
 -0.20606096 -0.714891  ]"
634,"[ 0.07794239 -0.10700901 -0.0266748   0.1755798  -0.01607518 -0.04105138
 -0.16916364  0.01068407]","[ 1.1919578  -0.98892957  0.12671837  1.4058208  -0.41464418 -0.02988365
 -1.786256    0.49521634]","[-0.3126482  -0.17364806 -0.07450552 -0.52650195 -1.5525388   0.09822123
 -0.20606096 -0.71489114]"
635,"[ 0.07794232 -0.10700914 -0.02667475  0.17557983 -0.01607521 -0.04105144
 -0.16916366  0.01068405]","[ 1.1919575  -0.9889303   0.12671919  1.4058212  -0.41464418 -0.02988369
 -1.7862556   0.49521613]","[-0.31264818 -0.17364809 -0.07450558 -0.5265019  -1.5525386   0.0982212
 -0.20606095 -0.71489114]"
636,"[ 0.07794325 -0.1070058  -0.02667479  0.17557825 -0.01607566 -0.04105012
 -0.16916203  0.01068552]","[ 1.1919655  -0.9889147   0.12671147  1.4058115  -0.4146557  -0.02988693
 -1.7862606   0.49523   ]","[-0.3126486  -0.17364809 -0.07450528 -0.526502   -1.5525388   0.09822102
 -0.20606095 -0.7148908 ]"
637,"[ 0.07794232 -0.10700914 -0.02667475  0.17557983 -0.01607521 -0.04105144
 -0.16916366  0.01068405]","[ 1.1919575  -0.9889303   0.12671919  1.4058212  -0.41464418 -0.02988369
 -1.7862556   0.49521613]","[-0.31264818 -0.17364809 -0.07450558 -0.5265019  -1.5525386   0.0982212
 -0.20606095 -0.71489114]"
638,"[ 0.07794226 -0.1070092  -0.02667468  0.17557983 -0.01607525 -0.04105149
 -0.1691636   0.01068409]","[ 1.1919574  -0.9889311   0.1267199   1.4058212  -0.4146445  -0.02988399
 -1.7862551   0.4952166 ]","[-0.3126482  -0.17364815 -0.07450558 -0.526502   -1.5525386   0.09822117
 -0.20606096 -0.71489114]"
639,"[ 0.07802343 -0.10695335 -0.02681714  0.17563324 -0.01601458 -0.04093625
 -0.16929898  0.01054585]","[ 1.1922101  -0.9879739   0.1252839   1.4063084  -0.41414088 -0.02880983
 -1.7868208   0.49394342]","[-0.3105931  -0.1756213  -0.07609443 -0.52722263 -1.5531994   0.09558414
 -0.20616943 -0.71597326]"
640,"[ 0.07807874 -0.10690995 -0.02689316  0.17564528 -0.01596664 -0.04088945
 -0.16936058  0.01049184]","[ 1.1924444  -0.98742115  0.1244881   1.4064214  -0.41376498 -0.02841349
 -1.7871747   0.49342033]","[-0.3106162  -0.17559823 -0.07607524 -0.5272166  -1.5531913   0.09561473
 -0.20616914 -0.7159583 ]"
641,"[ 0.0780728  -0.10691886 -0.02688306  0.17564245 -0.01596778 -0.04090235
 -0.16935296  0.01050127]","[ 1.1924244  -0.987515    0.12460088  1.4063866  -0.41376132 -0.02850671
 -1.787132    0.4935032 ]","[-0.31061178 -0.17560181 -0.07607819 -0.5272186  -1.5531924   0.09561017
 -0.2061697  -0.71595997]"
642,"[ 0.07806914 -0.10692067 -0.0268802   0.17564392 -0.01597278 -0.04090051
 -0.16935138  0.01050073]","[ 1.1924028  -0.987533    0.12463112  1.4064026  -0.41380337 -0.0284919
 -1.7871124   0.49350414]","[-0.31061164 -0.17560235 -0.07607882 -0.527218   -1.5531926   0.09560943
 -0.20616938 -0.7159609 ]"
643,"[ 0.07807859 -0.10690193 -0.0268883   0.17563877 -0.01597029 -0.04088928
 -0.169351    0.01050095]","[ 1.1924585  -0.98740727  0.12451506  1.4063765  -0.4138189  -0.02845903
 -1.7871698   0.49350506]","[-0.31061518 -0.17559984 -0.07607599 -0.5272174  -1.5531919   0.09561229
 -0.20616908 -0.7159584 ]"
644,"[ 0.07809253 -0.10688369 -0.02690601  0.175639   -0.01596269 -0.04087245
 -0.16936179  0.01049019]","[ 1.1925226  -0.98723745  0.12431153  1.4063934  -0.4137815  -0.02835327
 -1.7872596   0.4934043 ]","[-0.31062156 -0.17559421 -0.07607107 -0.5272155  -1.5531902   0.09561944
 -0.20616867 -0.71595466]"
645,"[ 0.07807035 -0.10691839 -0.02688204  0.17564417 -0.01597278 -0.04089778
 -0.16935247  0.01049923]","[ 1.1924075  -0.9875125   0.12460918  1.4064075  -0.41380742 -0.02847462
 -1.7871207   0.49349132]","[-0.31061247 -0.17560172 -0.07607819 -0.52721757 -1.5531925   0.09561028
 -0.2061692  -0.71596056]"
646,"[ 0.0780069  -0.10698741 -0.0267906   0.17562866 -0.01601194 -0.04097907
 -0.16928342  0.01056899]","[ 1.1921487  -0.9882755   0.12560403  1.4062235  -0.41405696 -0.02908216
 -1.7867005   0.49413887]","[-0.31057996 -0.17563108 -0.07610287 -0.5272287  -1.5532019   0.09557188
 -0.20617156 -0.71597785]"
647,"[ 0.07808141 -0.10690381 -0.02689188  0.1756397  -0.01596477 -0.0408917
 -0.16935532  0.01049868]","[ 1.1924708  -0.987403    0.12448642  1.4063772  -0.41376337 -0.02846113
 -1.7871858   0.49347878]","[-0.31061536 -0.17559898 -0.07607542 -0.52721775 -1.5531917   0.09561352
 -0.20616944 -0.7159577 ]"
648,"[ 0.07807546 -0.10690366 -0.02688605  0.17564027 -0.01597453 -0.04088756
 -0.16935003  0.0105001 ]","[ 1.1924392  -0.9874221   0.12453949  1.406392   -0.41385394 -0.02844374
 -1.7871529   0.49350235]","[-0.31061512 -0.17560026 -0.07607652 -0.5272168  -1.5531921   0.09561177
 -0.20616882 -0.71595925]"
649,"[ 0.07806969 -0.10692205 -0.0268806   0.17564392 -0.01597083 -0.04090257
 -0.16935223  0.01050085]","[ 1.192406   -0.98753923  0.12463059  1.406399   -0.41378278 -0.02850152
 -1.7871146   0.49350262]","[-0.31061137 -0.17560238 -0.07607879 -0.52721834 -1.5531926   0.09560943
 -0.20616956 -0.7159608 ]"
650,"[ 0.07809356 -0.10688631 -0.0269059   0.1756381  -0.0159586  -0.04087785
 -0.16936217  0.01049203]","[ 1.1925312  -0.987255    0.12431852  1.4063778  -0.41373923 -0.02838598
 -1.7872624   0.4934154 ]","[-0.3106205  -0.1755946  -0.07607149 -0.52721643 -1.5531902   0.09561894
 -0.20616913 -0.7159544 ]"
